"sfGFP_Sens_molecules","mCherry_Sens_molecules","genotype"
226.13,190.73,"22A3_wild_type"
258.38,158.28,"22A3_wild_type"
152.53,265.61,"22A3_wild_type"
169.71,248.21,"22A3_wild_type"
260,158.54,"22A3_wild_type"
122.82,301.36,"22A3_wild_type"
173.55,251.35,"22A3_wild_type"
174.94,250.72,"22A3_wild_type"
200.74,225.85,"22A3_wild_type"
166.23,261.34,"22A3_wild_type"
255.12,171.6,"22A3_wild_type"
199.82,228.13,"22A3_wild_type"
194.2,234.13,"22A3_wild_type"
201.14,228.87,"22A3_wild_type"
252.26,178.37,"22A3_wild_type"
272.38,158.55,"22A3_wild_type"
221.03,213.03,"22A3_wild_type"
255.6,179.25,"22A3_wild_type"
109.56,327.28,"22A3_wild_type"
155.83,282.02,"22A3_wild_type"
274.73,162.34,"22A3_wild_type"
184.34,254.68,"22A3_wild_type"
169.86,269.99,"22A3_wild_type"
289.08,151.7,"22A3_wild_type"
324.64,115.94,"22A3_wild_type"
268.02,173.36,"22A3_wild_type"
266.47,175.39,"22A3_wild_type"
326.72,115.17,"22A3_wild_type"
280.91,161.71,"22A3_wild_type"
299.75,144.42,"22A3_wild_type"
289.45,155.11,"22A3_wild_type"
224.35,221.74,"22A3_wild_type"
192.72,254.03,"22A3_wild_type"
134.17,315.22,"22A3_wild_type"
213.38,235.18,"22A3_wild_type"
229.86,219.41,"22A3_wild_type"
180.29,270.24,"22A3_wild_type"
308.52,142.44,"22A3_wild_type"
93.99,359.78,"22A3_wild_type"
162.04,290.98,"22A3_wild_type"
210.69,241.75,"22A3_wild_type"
180.63,273.46,"22A3_wild_type"
205.99,248.3,"22A3_wild_type"
221.15,233.75,"22A3_wild_type"
306.43,148.34,"22A3_wild_type"
229.91,226.1,"22A3_wild_type"
235.5,220.78,"22A3_wild_type"
231.47,225.24,"22A3_wild_type"
324.66,133.09,"22A3_wild_type"
224.9,235.11,"22A3_wild_type"
266.36,193.15,"22A3_wild_type"
210.01,250.55,"22A3_wild_type"
140.28,321.55,"22A3_wild_type"
187.16,274.93,"22A3_wild_type"
169.96,292.49,"22A3_wild_type"
285.37,176.03,"22A3_wild_type"
257.42,205.08,"22A3_wild_type"
266.65,195.86,"22A3_wild_type"
241.94,220.9,"22A3_wild_type"
129.76,335.57,"22A3_wild_type"
232.54,235.1,"22A3_wild_type"
208.21,259.92,"22A3_wild_type"
289.78,178.39,"22A3_wild_type"
237.25,233.19,"22A3_wild_type"
328.89,140.95,"22A3_wild_type"
282.98,187.84,"22A3_wild_type"
166.2,308.62,"22A3_wild_type"
219.39,254.84,"22A3_wild_type"
277.9,195.88,"22A3_wild_type"
239.11,235.6,"22A3_wild_type"
293.39,181.72,"22A3_wild_type"
191.06,289.31,"22A3_wild_type"
124.15,357.56,"22A3_wild_type"
233.56,247.26,"22A3_wild_type"
241.66,239.41,"22A3_wild_type"
287.12,194.1,"22A3_wild_type"
234.73,247.35,"22A3_wild_type"
240.23,242.05,"22A3_wild_type"
196.48,286.36,"22A3_wild_type"
331.46,150.47,"22A3_wild_type"
233.83,249.38,"22A3_wild_type"
413.34,70.07,"22A3_wild_type"
282.13,204.37,"22A3_wild_type"
205.2,282.88,"22A3_wild_type"
198.01,293.13,"22A3_wild_type"
165.15,326.41,"22A3_wild_type"
162.03,329.82,"22A3_wild_type"
314.36,176.46,"22A3_wild_type"
181.39,311.26,"22A3_wild_type"
261.91,229.81,"22A3_wild_type"
201.61,290.91,"22A3_wild_type"
245.49,246.71,"22A3_wild_type"
290.47,201.94,"22A3_wild_type"
205.91,288.05,"22A3_wild_type"
276.9,217.45,"22A3_wild_type"
193.31,302.19,"22A3_wild_type"
224.98,271.24,"22A3_wild_type"
260.03,236.84,"22A3_wild_type"
180.41,318.04,"22A3_wild_type"
240.18,258.2,"22A3_wild_type"
258.78,239.73,"22A3_wild_type"
245.56,253.57,"22A3_wild_type"
205.8,294.95,"22A3_wild_type"
178.23,323.15,"22A3_wild_type"
302.38,198.16,"22A3_wild_type"
231.78,269.73,"22A3_wild_type"
271.39,229.65,"22A3_wild_type"
226.63,275.02,"22A3_wild_type"
256.97,244.39,"22A3_wild_type"
254.45,247.02,"22A3_wild_type"
257.99,243.89,"22A3_wild_type"
145.38,358.26,"22A3_wild_type"
354.45,146.92,"22A3_wild_type"
331.97,170.07,"22A3_wild_type"
237.42,268.36,"22A3_wild_type"
179.53,327.47,"22A3_wild_type"
216.1,291.38,"22A3_wild_type"
354.36,152,"22A3_wild_type"
214.81,293.53,"22A3_wild_type"
230.8,279.78,"22A3_wild_type"
267.78,243.02,"22A3_wild_type"
217.79,294.54,"22A3_wild_type"
245.07,267.91,"22A3_wild_type"
291.12,223.29,"22A3_wild_type"
256.81,258.65,"22A3_wild_type"
240.1,276.64,"22A3_wild_type"
251.3,265.41,"22A3_wild_type"
316.86,200.58,"22A3_wild_type"
222.99,295.8,"22A3_wild_type"
229.58,289.52,"22A3_wild_type"
236.4,283.32,"22A3_wild_type"
103.51,418.47,"22A3_wild_type"
396.91,121.98,"22A3_wild_type"
167.7,354.36,"22A3_wild_type"
217.31,305.46,"22A3_wild_type"
269.69,253.26,"22A3_wild_type"
289.35,235.61,"22A3_wild_type"
275.04,250.52,"22A3_wild_type"
372.59,152.24,"22A3_wild_type"
360.86,166.19,"22A3_wild_type"
230.4,298.64,"22A3_wild_type"
328.09,199.98,"22A3_wild_type"
281.64,247.77,"22A3_wild_type"
251.5,280.43,"22A3_wild_type"
285.56,246.84,"22A3_wild_type"
277.26,255.41,"22A3_wild_type"
298.88,234.34,"22A3_wild_type"
387.56,145.03,"22A3_wild_type"
256.94,279.28,"22A3_wild_type"
364.92,170.38,"22A3_wild_type"
194.35,344.56,"22A3_wild_type"
200.99,338.54,"22A3_wild_type"
269.7,269.12,"22A3_wild_type"
239.07,300.43,"22A3_wild_type"
188.23,353.75,"22A3_wild_type"
328.3,212.37,"22A3_wild_type"
254.98,286.91,"22A3_wild_type"
314.07,230.1,"22A3_wild_type"
398.47,144.92,"22A3_wild_type"
210.51,335.73,"22A3_wild_type"
291.92,254.54,"22A3_wild_type"
248.76,298.33,"22A3_wild_type"
164.42,385.65,"22A3_wild_type"
244.45,304.62,"22A3_wild_type"
239.86,309.64,"22A3_wild_type"
344.65,204.03,"22A3_wild_type"
280.14,269.67,"22A3_wild_type"
336.53,213.21,"22A3_wild_type"
274.16,276.58,"22A3_wild_type"
332.93,217.21,"22A3_wild_type"
295.29,255.71,"22A3_wild_type"
368.2,182.26,"22A3_wild_type"
296.2,255.61,"22A3_wild_type"
331.97,219.55,"22A3_wild_type"
282.76,270.93,"22A3_wild_type"
259.4,294.67,"22A3_wild_type"
201.29,353.51,"22A3_wild_type"
353.67,199.4,"22A3_wild_type"
120.35,435.81,"22A3_wild_type"
264.06,290.52,"22A3_wild_type"
300.09,255.59,"22A3_wild_type"
370.7,184.2,"22A3_wild_type"
182.18,377.94,"22A3_wild_type"
260.04,299.45,"22A3_wild_type"
366.62,192.15,"22A3_wild_type"
399.59,158.77,"22A3_wild_type"
318.17,243.79,"22A3_wild_type"
300.57,263,"22A3_wild_type"
278.35,285.68,"22A3_wild_type"
338.02,225.57,"22A3_wild_type"
204.54,361.76,"22A3_wild_type"
298.95,266.34,"22A3_wild_type"
249.95,316.34,"22A3_wild_type"
316.43,249.63,"22A3_wild_type"
281.44,285.89,"22A3_wild_type"
235.52,333.02,"22A3_wild_type"
217.6,351.63,"22A3_wild_type"
361.59,207.65,"22A3_wild_type"
257.59,313.24,"22A3_wild_type"
352.96,216.73,"22A3_wild_type"
274.36,296.32,"22A3_wild_type"
238.27,333.51,"22A3_wild_type"
425.78,143.76,"22A3_wild_type"
341.5,229.72,"22A3_wild_type"
240.99,331.77,"22A3_wild_type"
330.65,241.87,"22A3_wild_type"
257.03,316.45,"22A3_wild_type"
238.69,335.31,"22A3_wild_type"
256.98,317.29,"22A3_wild_type"
268.27,308.62,"22A3_wild_type"
371.08,205.01,"22A3_wild_type"
311.79,265.04,"22A3_wild_type"
338.31,238.84,"22A3_wild_type"
289.47,289.85,"22A3_wild_type"
252.84,327.14,"22A3_wild_type"
217.96,365.35,"22A3_wild_type"
207.61,376.43,"22A3_wild_type"
339.13,243.76,"22A3_wild_type"
267.24,318.79,"22A3_wild_type"
246.99,339.31,"22A3_wild_type"
414.11,170.25,"22A3_wild_type"
318.82,266.79,"22A3_wild_type"
296.73,290.03,"22A3_wild_type"
342.04,244.43,"22A3_wild_type"
392.22,193.91,"22A3_wild_type"
347.7,239.8,"22A3_wild_type"
249.31,342.11,"22A3_wild_type"
275.69,316.23,"22A3_wild_type"
265.18,327.03,"22A3_wild_type"
281.19,314.05,"22A3_wild_type"
243.13,353.09,"22A3_wild_type"
207.92,388.8,"22A3_wild_type"
299.07,296.61,"22A3_wild_type"
324.78,273.52,"22A3_wild_type"
453.13,143.64,"22A3_wild_type"
310.69,288.74,"22A3_wild_type"
264.95,335.36,"22A3_wild_type"
241.67,360.34,"22A3_wild_type"
244.6,358.77,"22A3_wild_type"
395.36,207.32,"22A3_wild_type"
323.11,282.28,"22A3_wild_type"
238.78,367.99,"22A3_wild_type"
343,263.94,"22A3_wild_type"
254.83,354.9,"22A3_wild_type"
336.44,274.66,"22A3_wild_type"
222.87,390.17,"22A3_wild_type"
258.29,355.33,"22A3_wild_type"
287.7,326.65,"22A3_wild_type"
367.01,246.65,"22A3_wild_type"
288.84,325.91,"22A3_wild_type"
463.97,149.91,"22A3_wild_type"
316.16,301.54,"22A3_wild_type"
365.26,252.2,"22A3_wild_type"
346.65,272.26,"22A3_wild_type"
264.82,355.86,"22A3_wild_type"
302.36,318.78,"22A3_wild_type"
270.77,350.91,"22A3_wild_type"
275.48,346.14,"22A3_wild_type"
392.16,228.23,"22A3_wild_type"
293.32,328.52,"22A3_wild_type"
437.77,182.5,"22A3_wild_type"
350.38,270.99,"22A3_wild_type"
307.27,315.23,"22A3_wild_type"
355.07,268.49,"22A3_wild_type"
321.61,302.4,"22A3_wild_type"
313.25,311.07,"22A3_wild_type"
267.28,358.46,"22A3_wild_type"
255.05,372.9,"22A3_wild_type"
323.23,304.91,"22A3_wild_type"
287.97,342.74,"22A3_wild_type"
357.66,272.49,"22A3_wild_type"
225.94,406.66,"22A3_wild_type"
374.81,256.28,"22A3_wild_type"
314.96,317.85,"22A3_wild_type"
316.42,317.12,"22A3_wild_type"
290.16,344.26,"22A3_wild_type"
357.76,276.74,"22A3_wild_type"
260.72,377.86,"22A3_wild_type"
370.43,267.14,"22A3_wild_type"
344.14,295.73,"22A3_wild_type"
283.69,357.8,"22A3_wild_type"
499.5,139.64,"22A3_wild_type"
260.61,384.94,"22A3_wild_type"
288.36,356.94,"22A3_wild_type"
367.66,277.64,"22A3_wild_type"
409.42,236.16,"22A3_wild_type"
322.11,324.75,"22A3_wild_type"
289.87,357.5,"22A3_wild_type"
409.55,236.42,"22A3_wild_type"
409.28,238.54,"22A3_wild_type"
342.26,306.86,"22A3_wild_type"
444.37,204.25,"22A3_wild_type"
269.56,381.86,"22A3_wild_type"
340.03,311.75,"22A3_wild_type"
246.56,409.5,"22A3_wild_type"
272.85,383.36,"22A3_wild_type"
312.32,343.54,"22A3_wild_type"
330.82,325.33,"22A3_wild_type"
287.24,370.51,"22A3_wild_type"
383.1,273.87,"22A3_wild_type"
335.04,323.21,"22A3_wild_type"
270.51,389.72,"22A3_wild_type"
526.54,130.72,"22A3_wild_type"
367.08,292.36,"22A3_wild_type"
274.54,386.53,"22A3_wild_type"
237.08,424.67,"22A3_wild_type"
302.66,359.97,"22A3_wild_type"
297.64,365.31,"22A3_wild_type"
535.95,124.23,"22A3_wild_type"
353.42,310.11,"22A3_wild_type"
289.38,375.65,"22A3_wild_type"
317.3,347.76,"22A3_wild_type"
274.26,393.8,"22A3_wild_type"
241.12,428.78,"22A3_wild_type"
284.9,384.8,"22A3_wild_type"
500.39,167.31,"22A3_wild_type"
402.87,271.71,"22A3_wild_type"
380.09,294.84,"22A3_wild_type"
296.97,379.14,"22A3_wild_type"
512.04,161.75,"22A3_wild_type"
233.39,444.21,"22A3_wild_type"
277.55,400.13,"22A3_wild_type"
321.47,355.84,"22A3_wild_type"
344.41,334.02,"22A3_wild_type"
288.68,391.31,"22A3_wild_type"
370.21,310.63,"22A3_wild_type"
332.11,351.97,"22A3_wild_type"
272.08,412.99,"22A3_wild_type"
413.73,270.83,"22A3_wild_type"
355.5,330.7,"22A3_wild_type"
301.15,389.27,"22A3_wild_type"
370.26,321.38,"22A3_wild_type"
406.33,285.02,"22A3_wild_type"
346.28,348.56,"22A3_wild_type"
357.72,337.49,"22A3_wild_type"
276.92,420.92,"22A3_wild_type"
337.46,362.04,"22A3_wild_type"
325.6,375.61,"22A3_wild_type"
320.43,380.89,"22A3_wild_type"
291.84,410.16,"22A3_wild_type"
342.19,360.05,"22A3_wild_type"
309.13,393.63,"22A3_wild_type"
339.29,363.49,"22A3_wild_type"
346.88,356.19,"22A3_wild_type"
325.21,378.67,"22A3_wild_type"
298.86,406.04,"22A3_wild_type"
337.46,371.52,"22A3_wild_type"
424.45,284.2,"22A3_wild_type"
318.58,391.79,"22A3_wild_type"
416.36,294.33,"22A3_wild_type"
408.04,302.98,"22A3_wild_type"
328.21,384.48,"22A3_wild_type"
299.24,414.38,"22A3_wild_type"
279.76,434.45,"22A3_wild_type"
392.02,321.38,"22A3_wild_type"
336.64,377.45,"22A3_wild_type"
310.45,404.7,"22A3_wild_type"
363.58,351.14,"22A3_wild_type"
406.62,308.56,"22A3_wild_type"
347.41,368.97,"22A3_wild_type"
431.93,284.69,"22A3_wild_type"
207.87,512.06,"22A3_wild_type"
360.58,359.35,"22A3_wild_type"
290.43,430.85,"22A3_wild_type"
437.56,281.96,"22A3_wild_type"
376.65,343.84,"22A3_wild_type"
304.79,417.14,"22A3_wild_type"
331.61,390.07,"22A3_wild_type"
268.23,455.59,"22A3_wild_type"
294.49,430.36,"22A3_wild_type"
262.97,462.55,"22A3_wild_type"
277.71,452.26,"22A3_wild_type"
356.47,373.85,"22A3_wild_type"
353.84,379.95,"22A3_wild_type"
360.92,373.22,"22A3_wild_type"
446.22,288.57,"22A3_wild_type"
297.7,440.82,"22A3_wild_type"
334.78,403.89,"22A3_wild_type"
370.63,369.8,"22A3_wild_type"
511.7,228.38,"22A3_wild_type"
327.56,415.26,"22A3_wild_type"
314.15,430.73,"22A3_wild_type"
401.64,345.11,"22A3_wild_type"
306.89,441.2,"22A3_wild_type"
376.42,372.09,"22A3_wild_type"
415.5,333.07,"22A3_wild_type"
331.97,417.72,"22A3_wild_type"
398.55,350.71,"22A3_wild_type"
466.39,284.48,"22A3_wild_type"
333.36,420.16,"22A3_wild_type"
396.59,358.07,"22A3_wild_type"
406.62,353.4,"22A3_wild_type"
370.05,390.93,"22A3_wild_type"
414.49,346.38,"22A3_wild_type"
386.9,374.52,"22A3_wild_type"
331.52,430.94,"22A3_wild_type"
441.78,320.34,"22A3_wild_type"
385.22,377.8,"22A3_wild_type"
390.71,373.18,"22A3_wild_type"
332.32,433.64,"22A3_wild_type"
302.25,464.76,"22A3_wild_type"
361.33,405.98,"22A3_wild_type"
380.12,387.01,"22A3_wild_type"
326.77,442.52,"22A3_wild_type"
375.41,393.9,"22A3_wild_type"
340.54,429.36,"22A3_wild_type"
449.12,319.52,"22A3_wild_type"
421.09,349.85,"22A3_wild_type"
450.36,321.89,"22A3_wild_type"
402.77,370.3,"22A3_wild_type"
214,566.38,"22A3_wild_type"
394.23,384.22,"22A3_wild_type"
313.46,466.3,"22A3_wild_type"
371.49,407.84,"22A3_wild_type"
492.05,285.92,"22A3_wild_type"
309.47,472.09,"22A3_wild_type"
402.71,378.51,"22A3_wild_type"
374.44,407.52,"22A3_wild_type"
361.81,420.56,"22A3_wild_type"
426.71,355.16,"22A3_wild_type"
393.79,389.25,"22A3_wild_type"
301.22,483.15,"22A3_wild_type"
486.84,296.64,"22A3_wild_type"
333.44,452.26,"22A3_wild_type"
283.97,504.48,"22A3_wild_type"
393.48,394.66,"22A3_wild_type"
419.02,370.22,"22A3_wild_type"
430.99,358.28,"22A3_wild_type"
460.52,328.8,"22A3_wild_type"
369.72,422.43,"22A3_wild_type"
372.63,421,"22A3_wild_type"
328.15,466.14,"22A3_wild_type"
444.24,348.97,"22A3_wild_type"
492.58,301.39,"22A3_wild_type"
387.46,409.74,"22A3_wild_type"
432.31,365.58,"22A3_wild_type"
557.56,240.77,"22A3_wild_type"
364.86,436.13,"22A3_wild_type"
408.13,392.86,"22A3_wild_type"
357.29,446.17,"22A3_wild_type"
440.93,362.07,"22A3_wild_type"
459.7,348.57,"22A3_wild_type"
464.83,346.37,"22A3_wild_type"
288.32,525.17,"22A3_wild_type"
470.89,341.05,"22A3_wild_type"
365.84,449.5,"22A3_wild_type"
385.13,429.98,"22A3_wild_type"
213.55,605.86,"22A3_wild_type"
310.86,507.51,"22A3_wild_type"
393.04,425.21,"22A3_wild_type"
380.89,438.27,"22A3_wild_type"
386.91,432.91,"22A3_wild_type"
329.4,494.08,"22A3_wild_type"
467.07,355.03,"22A3_wild_type"
394.03,429.37,"22A3_wild_type"
431.96,393.09,"22A3_wild_type"
385.69,440.65,"22A3_wild_type"
384.6,442.04,"22A3_wild_type"
337.25,491.69,"22A3_wild_type"
484.91,342.36,"22A3_wild_type"
367.27,462.71,"22A3_wild_type"
437.18,393.78,"22A3_wild_type"
415.55,418.71,"22A3_wild_type"
279.35,557.95,"22A3_wild_type"
396.81,439.81,"22A3_wild_type"
423.14,414.15,"22A3_wild_type"
416.27,423.49,"22A3_wild_type"
427.62,413.15,"22A3_wild_type"
485.58,354.5,"22A3_wild_type"
430.46,410.65,"22A3_wild_type"
411.16,432.13,"22A3_wild_type"
444.96,398.47,"22A3_wild_type"
348.92,497.98,"22A3_wild_type"
482.73,366.53,"22A3_wild_type"
450.78,399.49,"22A3_wild_type"
525.29,324.04,"22A3_wild_type"
264.81,589.1,"22A3_wild_type"
207.75,649.1,"22A3_wild_type"
490.82,363.97,"22A3_wild_type"
340.31,517.05,"22A3_wild_type"
403.1,454.34,"22A3_wild_type"
385.49,474.63,"22A3_wild_type"
472.37,388.17,"22A3_wild_type"
437.12,425.66,"22A3_wild_type"
565,296.48,"22A3_wild_type"
386.02,478.12,"22A3_wild_type"
444.18,419.88,"22A3_wild_type"
400.74,464.43,"22A3_wild_type"
422.71,445.46,"22A3_wild_type"
411.38,459.51,"22A3_wild_type"
484.32,387.17,"22A3_wild_type"
501.06,372.87,"22A3_wild_type"
446.49,428.8,"22A3_wild_type"
400.9,475.9,"22A3_wild_type"
393.04,484.57,"22A3_wild_type"
430.65,447.09,"22A3_wild_type"
463.91,415.19,"22A3_wild_type"
451.79,432.78,"22A3_wild_type"
521.39,366.09,"22A3_wild_type"
423.46,465.81,"22A3_wild_type"
283.3,607.81,"22A3_wild_type"
529.16,358.98,"22A3_wild_type"
585.4,302.81,"22A3_wild_type"
516.35,373.91,"22A3_wild_type"
424.62,469.94,"22A3_wild_type"
534.29,361.67,"22A3_wild_type"
339.63,570.73,"22A3_wild_type"
425.14,485.58,"22A3_wild_type"
423.45,489.26,"22A3_wild_type"
462.97,451.27,"22A3_wild_type"
428.28,492.18,"22A3_wild_type"
418.96,503.17,"22A3_wild_type"
556.73,364.65,"22A3_wild_type"
488.23,435.22,"22A3_wild_type"
459.36,466.68,"22A3_wild_type"
559.29,366.86,"22A3_wild_type"
432.08,499.48,"22A3_wild_type"
475.37,455.98,"22A3_wild_type"
458.73,473.61,"22A3_wild_type"
449.39,484.35,"22A3_wild_type"
506.74,428.98,"22A3_wild_type"
514.81,421.16,"22A3_wild_type"
577.24,361.87,"22A3_wild_type"
556.21,385.7,"22A3_wild_type"
387.17,557.61,"22A3_wild_type"
574.04,371.06,"22A3_wild_type"
390.11,557.4,"22A3_wild_type"
385.97,562.08,"22A3_wild_type"
352.83,597.42,"22A3_wild_type"
539.69,410.41,"22A3_wild_type"
487.68,465.74,"22A3_wild_type"
522.58,430.52,"22A3_wild_type"
451.71,503.2,"22A3_wild_type"
614.2,338.73,"22A3_wild_type"
392.75,566.05,"22A3_wild_type"
328.76,633.42,"22A3_wild_type"
539.17,421.52,"22A3_wild_type"
346.59,617.91,"22A3_wild_type"
551.5,411.12,"22A3_wild_type"
522.41,442.8,"22A3_wild_type"
332.59,637.38,"22A3_wild_type"
316.68,654.53,"22A3_wild_type"
474.93,499.28,"22A3_wild_type"
387.54,588.2,"22A3_wild_type"
388.14,588.45,"22A3_wild_type"
562.12,412.74,"22A3_wild_type"
477.66,499.37,"22A3_wild_type"
604.32,371.24,"22A3_wild_type"
530.7,446.74,"22A3_wild_type"
559.61,418.43,"22A3_wild_type"
554.72,424.02,"22A3_wild_type"
539.57,439.57,"22A3_wild_type"
475.33,504.98,"22A3_wild_type"
509.66,470.33,"22A3_wild_type"
527.33,454.36,"22A3_wild_type"
566.58,415.76,"22A3_wild_type"
400.75,584.24,"22A3_wild_type"
614.64,368.66,"22A3_wild_type"
484.13,501.79,"22A3_wild_type"
428.4,558.63,"22A3_wild_type"
365.72,624.14,"22A3_wild_type"
490.5,498.27,"22A3_wild_type"
514.49,474.38,"22A3_wild_type"
507.87,481.89,"22A3_wild_type"
366.56,624.98,"22A3_wild_type"
499.38,492.49,"22A3_wild_type"
488.69,505.34,"22A3_wild_type"
459.94,537.31,"22A3_wild_type"
452.12,546.81,"22A3_wild_type"
460.41,542.32,"22A3_wild_type"
398.52,605.03,"22A3_wild_type"
511.42,495.63,"22A3_wild_type"
614.48,395.08,"22A3_wild_type"
705.61,305.1,"22A3_wild_type"
566.92,445.71,"22A3_wild_type"
727.43,285.23,"22A3_wild_type"
489.19,526.99,"22A3_wild_type"
590.63,424.67,"22A3_wild_type"
615.06,402.18,"22A3_wild_type"
562.94,456.03,"22A3_wild_type"
586.14,436.26,"22A3_wild_type"
646.53,377.24,"22A3_wild_type"
537.48,487.73,"22A3_wild_type"
605.98,420.4,"22A3_wild_type"
604.11,426.31,"22A3_wild_type"
599.45,432.42,"22A3_wild_type"
601.9,434.47,"22A3_wild_type"
554.01,487.66,"22A3_wild_type"
609.9,431.43,"22A3_wild_type"
491.5,551.57,"22A3_wild_type"
426.42,618.15,"22A3_wild_type"
511.85,535.59,"22A3_wild_type"
629.02,417.57,"22A3_wild_type"
634.1,413.96,"22A3_wild_type"
485.69,567.43,"22A3_wild_type"
619.96,431.69,"22A3_wild_type"
382.53,672.25,"22A3_wild_type"
579.48,475.23,"22A3_wild_type"
528.67,529.36,"22A3_wild_type"
501.01,559.47,"22A3_wild_type"
615.73,450.27,"22A3_wild_type"
532.71,540.85,"22A3_wild_type"
521.23,554.02,"22A3_wild_type"
590.1,484.91,"22A3_wild_type"
606.9,468.26,"22A3_wild_type"
530.03,546.42,"22A3_wild_type"
622.68,452.66,"22A3_wild_type"
413.72,666.64,"22A3_wild_type"
540.64,542.53,"22A3_wild_type"
665.95,417.48,"22A3_wild_type"
618.01,468.37,"22A3_wild_type"
511.12,577.07,"22A3_wild_type"
631.03,456.75,"22A3_wild_type"
734.72,353.92,"22A3_wild_type"
632.24,458.33,"22A3_wild_type"
602.19,493.35,"22A3_wild_type"
652.17,442.88,"22A3_wild_type"
491.21,606.01,"22A3_wild_type"
495.21,606.96,"22A3_wild_type"
538.03,564.46,"22A3_wild_type"
584.29,519.61,"22A3_wild_type"
562.77,541.43,"22A3_wild_type"
585.78,519.13,"22A3_wild_type"
479.25,627.16,"22A3_wild_type"
496.46,613.69,"22A3_wild_type"
572.72,538.01,"22A3_wild_type"
556.41,555.45,"22A3_wild_type"
741.48,368.52,"22A3_wild_type"
510.76,602.88,"22A3_wild_type"
498.56,615.23,"22A3_wild_type"
509.92,606.17,"22A3_wild_type"
568.69,547.02,"22A3_wild_type"
579.69,536.27,"22A3_wild_type"
560.51,557.9,"22A3_wild_type"
622.64,495.61,"22A3_wild_type"
388.88,732.34,"22A3_wild_type"
492.79,628.21,"22A3_wild_type"
596.46,526.99,"22A3_wild_type"
519.45,606.85,"22A3_wild_type"
637.69,487.81,"22A3_wild_type"
337.42,796.03,"22A3_wild_type"
641.38,489.95,"22A3_wild_type"
710.75,422.22,"22A3_wild_type"
529.37,609.95,"22A3_wild_type"
475.97,665.02,"22A3_wild_type"
498.44,644.98,"22A3_wild_type"
663.08,480.3,"22A3_wild_type"
776.06,369.1,"22A3_wild_type"
462.22,690.85,"22A3_wild_type"
714.57,435.71,"22A3_wild_type"
864.86,290.98,"22A3_wild_type"
419.5,747.4,"22A3_wild_type"
575.22,592.72,"22A3_wild_type"
713.97,458.05,"22A3_wild_type"
469.89,707.61,"22A3_wild_type"
597.31,582.59,"22A3_wild_type"
698.33,484.87,"22A3_wild_type"
585.94,599.69,"22A3_wild_type"
803.33,383.48,"22A3_wild_type"
672.6,516.18,"22A3_wild_type"
565.12,632.87,"22A3_wild_type"
744.94,454.11,"22A3_wild_type"
558.49,643,"22A3_wild_type"
560.68,642.56,"22A3_wild_type"
626.18,579.74,"22A3_wild_type"
536.71,670.54,"22A3_wild_type"
458.43,752.06,"22A3_wild_type"
593.9,615.86,"22A3_wild_type"
632.14,577.69,"22A3_wild_type"
635.17,576.54,"22A3_wild_type"
780.25,430.28,"22A3_wild_type"
694.5,518.59,"22A3_wild_type"
844.82,368.03,"22A3_wild_type"
680.12,535.47,"22A3_wild_type"
659.7,556.93,"22A3_wild_type"
674.24,542.67,"22A3_wild_type"
649.77,569.99,"22A3_wild_type"
677.18,543.49,"22A3_wild_type"
774.64,445.68,"22A3_wild_type"
895.43,326.83,"22A3_wild_type"
713.76,512.38,"22A3_wild_type"
586.22,643.26,"22A3_wild_type"
688.28,540.85,"22A3_wild_type"
644.92,587.27,"22A3_wild_type"
405.86,829.34,"22A3_wild_type"
666.24,573.3,"22A3_wild_type"
572.51,673.45,"22A3_wild_type"
602.82,645.97,"22A3_wild_type"
592.84,658.87,"22A3_wild_type"
677.46,575.89,"22A3_wild_type"
906.67,346.11,"22A3_wild_type"
522.74,736.61,"22A3_wild_type"
819.78,436.29,"22A3_wild_type"
642.09,617.49,"22A3_wild_type"
637.13,637.52,"22A3_wild_type"
667.51,608.05,"22A3_wild_type"
725.68,560.34,"22A3_wild_type"
619.38,668.01,"22A3_wild_type"
824.4,466.06,"22A3_wild_type"
793.8,497.63,"22A3_wild_type"
817.59,473.55,"22A3_wild_type"
630.75,664.16,"22A3_wild_type"
716.07,579.23,"22A3_wild_type"
638.97,659.39,"22A3_wild_type"
592.39,712.25,"22A3_wild_type"
695.1,608.55,"22A3_wild_type"
642.78,663.11,"22A3_wild_type"
657.5,650.87,"22A3_wild_type"
630.89,677.99,"22A3_wild_type"
527.29,787.07,"22A3_wild_type"
754.59,557.28,"22A3_wild_type"
550.79,764.38,"22A3_wild_type"
689.28,624.48,"22A3_wild_type"
536.94,790.04,"22A3_wild_type"
775.36,550.63,"22A3_wild_type"
599.76,735.35,"22A3_wild_type"
511.46,832.24,"22A3_wild_type"
687.59,654.75,"22A3_wild_type"
642.58,702.76,"22A3_wild_type"
636.38,710.21,"22A3_wild_type"
519.67,831.35,"22A3_wild_type"
817.36,530.97,"22A3_wild_type"
559.54,798.17,"22A3_wild_type"
587.7,770.76,"22A3_wild_type"
972.27,387.11,"22A3_wild_type"
671.44,700.87,"22A3_wild_type"
594.73,779,"22A3_wild_type"
606.64,775.32,"22A3_wild_type"
743.03,637.99,"22A3_wild_type"
678.65,705.41,"22A3_wild_type"
676.08,711.26,"22A3_wild_type"
917.47,467.55,"22A3_wild_type"
757.75,635.95,"22A3_wild_type"
916.07,475.86,"22A3_wild_type"
614.34,783.74,"22A3_wild_type"
654.49,752.64,"22A3_wild_type"
